,Identifying num,url,claimDate,claimYear,claimant,claimant_canonical_name,Local/State/National,Current Role,Aspiring Role,State,City,languageCode,publisher.name,publisher.site,text,title,reviewDate,claimant_party,textualRating,ratingsimp,T/F RQ1,is_politician_strict,Fear,Self/Personal Record,Opponent/Opponent's Record,Legislation,National and State Macroeconomic Issues,Economic Well-Being and Domestic Commerce,Labor and Employment,Foreign Trade,Taxes,"Civil Rights, Minority Issues, and Civil Liberties",Immigration and Refugee Issues,LGBTQ,Race,Religion,Women,Health (non-care),Social Welfare,Education,Abortion,Healthcare,Government Operations,Defense/Military,International_affairs and Foreign Aid,Voting/Elections,Agriculture,Environment,Energy,Transportation,Community Development and Housing,Technology Science Space,Media and Communications,Law and Crime and Policing,Terrorism,Guns,History,Record/Candidate Biography/ Campaigns and Personal Behavior
,1964,http://www.politifact.com/factchecks/2011/dec/14/newt-gingrich/newt-gingrich-says-obama-administration-issued-ins/,2011-12-12,2011,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,The Obama administration just issued instructions that terrorism training should not involve any reference to Islam.',Newt Gingrich says the Obama administration instructed terrorism training to not mention Islam,2016-07-15 17:04:49,Republican,FALSE,2 False,False(ish),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
,506,http://www.politifact.com/factchecks/2011/dec/16/newt-gingrich/newt-gingrich-repeats-claim-about-his-record-balan/,2011-12-15,2011,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,I balanced the budget for four straight years; paid off $405 billion in debt.',Newt Gingrich repeats claim about his record of balancing budget; reducing debt,2016-07-15 16:25:14,Republican,FALSE,2 False,False(ish),TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,533,http://www.politifact.com/factchecks/2011/dec/16/newt-gingrich/newt-gingrich-said-he-never-lobbied-freddie-mac-un/,2011-12-15,2011,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,I never lobbied under any circumstance' for Freddie Mac.,Newt Gingrich said he never lobbied for Freddie Mac 'under any circumstance',2016-07-15 16:24:02,Republican,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,637,http://www.politifact.com/factchecks/2011/dec/20/newt-gingrich/newt-gingrich-says-supreme-court-crossed-major-thr/,2011-12-18,2011,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,In a watershed 1958 decision; 'the Warren court asserted by itself that the Supreme Court was supreme over the president and the Congress.',Newt Gingrich says Supreme Court crossed major threshold with 1958 case,2016-07-15 16:22:07,Republican,Mostly False,3 Mostly False,False(ish),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,883,http://www.politifact.com/factchecks/2011/dec/21/newt-gingrich/newt-gingrich-says-no-federal-official-allowed-say/,2011-12-19,2011,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,No federal official at any level is currently allowed to say ‘Merry Christmas.’',Newt Gingrich says no federal official is allowed to say 'Merry Christmas',2016-07-15 16:20:50,Republican,Pants on Fire,1 Pants On Fire,False(ish),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,820,http://www.politifact.com/factchecks/2012/jan/17/newt-gingrich/newt-gingrich-says-more-people-have-been-put-food-/,2012-01-16,2012,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,More people have been put on food stamps by Barack Obama than any president in American history.',Newt Gingrich says Obama put more people on food stamps than any other US President,2016-07-15 16:18:12,Republican,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1149,http://www.politifact.com/factchecks/2012/feb/12/newt-gingrich/newt-gingrich-says-judge-threatened-jail-texas-sup/,2012-01-21,2012,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,Says a federal judge in San Antonio 'issued a ruling that … not only could the students not pray at their graduation; if they used the word ‘benediction;’ the word ‘invocation;’ the word ‘God;’ asked the audience to stand or asked for a moment of silence; he would put the superintendent in jail.',Newt Gingrich says judge said he'd jail Texas superintendent if orders on graduation prayer violated,2016-07-15 17:06:10,Republican,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,875,http://www.politifact.com/factchecks/2012/jan/23/newt-gingrich/gingrich-repeats-claim-freddie-mac-credit-unions-a/,2012-01-23,2012,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,Newt Gingrich says electric co-ops and credit unions are 'government-sponsored enterprises' like Freddie Mac.,Gingrich repeats claim that Freddie Mac; credit unions are 'government-sponsored enterprises',2016-07-15 16:14:55,Republican,Pants on Fire,1 Pants On Fire,False(ish),TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,2389,http://www.politifact.com/factchecks/2012/jan/23/newt-gingrich/newt-gingrich-repeats-claim-he-balanced-federal-bu/,2012-01-23,2012,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,When I was speaker; we had four consecutive balanced budgets.',Newt Gingrich repeats claim that he balanced the federal budget four times as speaker,2016-07-15 16:17:09,Republican,FALSE,2 False,False(ish),TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,2077,http://www.politifact.com/factchecks/2012/jan/24/newt-gingrich/newt-gingrich-miami-dade-college-students-speak-86/,2012-01-23,2012,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,There are 86 languages spoken at Miami Dade College.,Newt Gingrich says Miami Dade College students speak 86 languages,2016-07-15 16:13:40,Republican,TRUE,6 True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2268,http://www.politifact.com/factchecks/2012/jan/27/newt-gingrich/newt-gingrich-revises-claim-balanced-budgets-impro/,2012-01-26,2012,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,We balanced the budget with the 1997 Balanced Budget Act; and ultimately had four consecutive balanced budgets.',Newt Gingrich revises claim on balanced budgets; improves Truth-O-Meter rating,2016-07-15 16:11:55,Republican,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1785,http://www.politifact.com/factchecks/2012/jan/30/newt-gingrich/newt-gingrich-says-students-today-take-more-years-/,2012-01-30,2012,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,Students today 'take more years to get through' college.,Newt Gingrich says students today 'take more years to get through' college,2016-07-15 16:10:40,Republican,Mostly False,3 Mostly False,False(ish),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,1961,http://www.politifact.com/factchecks/2012/jan/31/newt-gingrich/newt-gingrich-says-obama-administration-would-impo/,2012-01-30,2012,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,The Obama administration ... would impose on every Catholic institution; every Jewish institution; every Protestant institution the Obamacare standard of what you have to buy as insurance.',Newt Gingrich says government would impose 'Obamacare' standards on religious institutions,2016-07-15 16:09:37,Republican,Mostly False,3 Mostly False,False(ish),TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,1500,http://www.politifact.com/factchecks/2012/feb/07/newt-gingrich/newt-gingrich-says-epa-plans-boost-gas-prices-25-c/,2012-02-05,2012,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,Says President Barack Obama 'has an Environmental Protection Agency proposal that would raise the price of gasoline by 25 cents a gallon.',Newt Gingrich says EPA plans to boost gas prices 25 cents per gallon,2016-07-15 16:07:17,Republican,FALSE,2 False,False(ish),TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,2451,http://www.politifact.com/factchecks/2012/feb/24/newt-gingrich/gingrichs-gun-rack-quip-about-volt-shot-full-holes/,2012-02-18,2012,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,You can’t put a gun rack in a [Chevrolet] Volt.',Gingrich's gun rack quip about Volt shot full of holes,2016-07-15 17:11:35,Republican,FALSE,2 False,False(ish),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
,1339,http://www.politifact.com/factchecks/2012/mar/25/chris-christie/gov-chris-christie-says-he-and-obama-have-same-vie/,2012-02-23,2012,Chris Christie,Chris Christie,State,Governor,,NJ,,en,PolitiFact,politifact.com,Says he and President Barack Obama have the same position on gay marriage.,Gov. Chris Christie says he and Obama have same views on gay marriage,2016-07-15 15:48:37,Republican,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,945,http://www.politifact.com/factchecks/2012/feb/24/newt-gingrich/newt-gingrich-says-us-may-have-three-times-much-oi/,2012-02-24,2012,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,One estimate says there may be 'three times as much oil in the United States as there is in Saudi Arabia.',Newt Gingrich says US may have 'three times as much oil' as Saudi Arabia,2016-07-15 16:02:52,Republican,Mostly False,3 Mostly False,False(ish),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,9,http://www.politifact.com/factchecks/2012/feb/27/chris-christie/chris-christie-claims-obama-said-unemployment-woul/,2012-02-26,2012,Chris Christie,Chris Christie,State,Governor,,NJ,,en,PolitiFact,politifact.com,(President Barack Obama) said unemployment was never gonna go over 8 percent if we passed the stimulus plan.',Chris Christie claims Obama said unemployment would never top 8 percent if the stimulus was passed,2016-07-15 15:45:29,Republican,Mostly False,3 Mostly False,False(ish),TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,909,http://www.politifact.com/factchecks/2012/mar/14/newt-gingrich/gingrich-said-energy-secretary-advocated-raising-g/,2012-03-11,2012,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,Obama's secretary of energy; Dr. Steven Chu; 'has said publicly he wants us to pay European levels (for gasoline); and that would be $9 or $10 a gallon.',Gingrich said energy secretary advocated raising gas prices,2016-07-15 15:58:39,Republican,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2262,http://www.politifact.com/factchecks/2012/may/09/chris-christie/chris-christie-said-new-jersey-hasnt-sent-republic/,2012-05-04,2012,Chris Christie,Chris Christie,State,Governor,,NJ,,en,PolitiFact,politifact.com,We are coming up on our 40th anniversary of electing a Republican to the United States Senate. 1972 was the last time New Jersey sent a Republican to the United States Senate.',Chris Christie said New Jersey hasn't sent a Republican to the US Senate in 40 years,2016-07-15 15:42:25,Republican,TRUE,6 True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1198,https://www.politifact.com/factchecks/2018/aug/22/silvestre-reyes/beto-orourke-arrested-1990s-burglary-and-dwi/,2012-05-22,2012,Silvestre Reyes,Silvestre Reyes,,,,,,en,PolitiFact,politifact.com,Says Beto O’Rourke 'has a criminal record that includes DWI and burglary arrests.',Beto O'Rourke arrested in 1990s for burglary and DWI,2018-08-23 14:48:03,Democratic,TRUE,6 True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1096,http://www.politifact.com/factchecks/2012/aug/15/chris-christie/chris-christie-says-mitt-romney-isnt-counting-new-/,2012-08-07,2012,Chris Christie,Chris Christie,State,Governor,,NJ,,en,PolitiFact,politifact.com,Says 'a Republican hasn't won [an election] for a presidency in New Jersey since 1988.',Chris Christie says Mitt Romney isn't counting on New Jersey to win presidency,2016-07-15 15:40:09,Republican,TRUE,6 True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1653,http://www.politifact.com/factchecks/2012/aug/30/chris-christie/chris-christie-says-national-health-care-law-puts-/,2012-08-28,2012,Chris Christie,Chris Christie,State,Governor,,NJ,,en,PolitiFact,politifact.com,Says the national health care law puts federal 'bureaucrats between an American citizen and her doctor.',Chris Christie says national health care law puts 'bureaucrats between American citizens and doctors,2016-07-15 15:35:51,Republican,FALSE,2 False,False(ish),TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,2098,http://www.politifact.com/factchecks/2012/aug/28/chris-christie/chris-christie-says-there-has-been-5-trillion-debt/,2012-08-28,2012,Chris Christie,Chris Christie,State,Governor,,NJ,,en,PolitiFact,politifact.com,There has been '$5 trillion in debt added over the last four years.',Chris Christie says there has been '$5 trillion in debt added over the last four years',2016-07-15 15:38:49,Republican,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1553,http://www.politifact.com/factchecks/2012/oct/01/chris-christie/chris-christie-claims-ronald-reagan-won-40-states-/,2012-09-24,2012,Chris Christie,Chris Christie,State,Governor,,NJ,,en,PolitiFact,politifact.com,Says Ronald Reagan 'was behind in the polls in 1980 going into the debate with Jimmy Carter and then turned around 10 days later and won 40 states.',Chris Christie claims Ronald Reagan won 40 states after trailing Jimmy Carter prior to 1980 debate,2016-07-15 15:30:04,Republican,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,5,http://www.politifact.com/factchecks/2012/oct/04/chris-christie/chris-christie-claims-barack-obama-has-not-outline/,2012-09-30,2012,Chris Christie,Chris Christie,State,Governor,,NJ,,en,PolitiFact,politifact.com,(Barack Obama) says he’s going to reduce the long-term debt and deficit by $4 trillion; doesn’t say how he's going to do it.',Chris Christie claims Barack Obama has not outlined plan to reduce federal deficit by $4 trillion,2016-07-15 15:27:45,Republican,Pants on Fire,1 Pants On Fire,False(ish),TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,76,http://www.politifact.com/factchecks/2013/feb/05/barack-obama/did-reagan-support-assault-weapons-ban/,2013-01-16,2013,Barack Obama,Barack Obama,National,President,,,,en,PolitiFact,politifact.com,A majority of Americans agree with' a ban on assault weapons. 'And by the way; so did Ronald Reagan.',Did Reagan support an assault-weapons ban?,2016-06-14 14:49:57,Democratic,TRUE,6 True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,540,http://www.politifact.com/factchecks/2013/feb/14/marco-rubio/look-marco-rubios-working-class-west-miami-home/,2013-02-12,2013,Marco Rubio,Marco Rubio,,,,,,en,PolitiFact,politifact.com,I still live in the same working-class neighborhood I grew up in.',A look at Marco Rubio's West Miami home,2016-05-11 20:07:40,Republican,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1886,http://www.politifact.com/factchecks/2013/jun/10/stephen-martin/state-sen-stephen-martin-says-democratic-party-cre/,2013-05-24,2013,Stephen Martin,Steve Martin (Virginia politician),,,,,,en,PolitiFact,politifact.com,The Democratic Party created the Ku Klux Klan.,State Sen. Stephen Martin says Democratic Party created the Ku Klux Klan,2017-08-17 16:03:40,Republican,FALSE,2 False,False(ish),TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,2338,http://www.politifact.com/factchecks/2013/jul/08/tony-perkins/wedding-vendors-have-been-forced-participate-same-/,2013-06-30,2013,Tony Perkins,Tony Perkins (politician),,,,,,en,PolitiFact,politifact.com,We're already seeing bakers and florists and photographers forced to participate in same-sex marriages under the threat of law and in some cases even jail.',Pundit: Vendors have been forced to participate in same-sex marriages under threat or even jail,2017-06-26 16:34:05,Republican,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,486,http://www.politifact.com/factchecks/2013/jul/24/jesse-jackson/homicides-blacks-have-tripled-stand-your-ground-wa/,2013-07-18,2013,Jesse Jackson,Jesse Jackson,,,,,,en,PolitiFact,politifact.com,Homicides against blacks have tripled' since Florida’s 'stand your ground' law has been in existence.,Homicides of blacks have tripled since 'stand your ground' was passed in Florida; Jesse Jackson says,2016-05-12 13:55:20,Democratic,FALSE,2 False,False(ish),TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
,1739,http://www.politifact.com/factchecks/2013/sep/20/newt-gingrich/martin-omalley-newt-gingrich-face-off/,2013-09-18,2013,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,Since 2007; 'Texas has gained 440;000 people' while 'Maryland has lost 20;000.',Martin O'Malley; Newt Gingrich face off over population statistics on 'Crossfire',2016-07-15 15:24:11,Republican,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,8,http://www.politifact.com/factchecks/2013/sep/26/newt-gingrich/obamacare-has-never-been-favored-majority-american/,2013-09-24,2013,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,(Obamacare) is a bill which has never once had a majority of Americans favor it.',Obamacare 'has never been favored by a majority of Americans;' Gingrich says,2016-07-15 17:12:50,Republican,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1733,http://www.politifact.com/factchecks/2013/oct/04/newt-gingrich/newt-gingrich-says-late-speaker-tip-oneill-served-/,2013-09-30,2013,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,Shutdowns are 'a normal part of the constitutional process;' with 12 shutdowns under Democratic House Speaker Tip O’Neill and two during his own speakership.,Newt Gingrich says shutdowns are 'normal' process; with 12 under Tip O'Neill and two under Gingrich,2016-07-15 15:20:32,Republican,Half True,4 Half True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,368,http://www.politifact.com/factchecks/2013/dec/15/newt-gingrich/new-gingrich-says-poverty-problems-are-tied-democr/,2013-12-15,2013,Newt Gingrich,Newt Gingrich,,,,,,en,PolitiFact,politifact.com,Every major city which has a center of poverty is run by Democrats. Every major city.',Newt Gingrich says poverty problems are tied to Democrats,2016-07-15 17:14:05,Republican,Mostly False,3 Mostly False,False(ish),TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,886,http://www.politifact.com/factchecks/2014/apr/29/marco-rubio/marco-rubio-says-second-amendment-unique-speech-nr/,2014-04-25,2014,Marco Rubio,Marco Rubio,,,,,,en,PolitiFact,politifact.com,No other country has a constitutional right' like the Second Amendment.,Marco Rubio says Second Amendment is unique in speech to NRA,2016-06-13 19:08:01,Republican,Mostly True,5 Mostly True,True)ish,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
